measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1984,812.8480963,827.6349267,797.3261687
2,DALYs (Disability-Adjusted Life Years),305,Bermuda,3,Both,22,All ages,294,All causes,1,Number,1991,18455.84169,20332.5756,16823.1744
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1985,810.3143113,825.2757701,794.905444
2,DALYs (Disability-Adjusted Life Years),205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,1,Number,1991,11449092.56,12384558.79,10534036.74
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1986,852.3266074,866.381329,836.7336232
2,DALYs (Disability-Adjusted Life Years),72,New Zealand,3,Both,22,All ages,294,All causes,1,Number,1990,1074207.81,1203187.961,960218.8345
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1987,875.4910411,890.8358527,858.2547833
2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,22,All ages,294,All causes,1,Number,1990,4885958.788,5279128.499,4542707.978
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1988,849.7792474,866.0835161,834.0311484
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,22,All ages,294,All causes,1,Number,1993,7812284.115,8794292.439,6985932.914
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1989,834.1941103,852.4002652,817.7667942
2,DALYs (Disability-Adjusted Life Years),89,Kingdom of the Netherlands,3,Both,22,All ages,294,All causes,1,Number,1993,4505822.917,5016382.577,4055672.342
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1990,830.6282821,854.2808189,809.4332764
2,DALYs (Disability-Adjusted Life Years),201,Burkina Faso,3,Both,22,All ages,294,All causes,1,Number,1993,12385595.73,13282771.56,11605237.37
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1991,836.6808415,865.0770134,808.7724727
2,DALYs (Disability-Adjusted Life Years),168,Republic of Angola,3,Both,22,All ages,294,All causes,1,Number,1992,13311752.62,14409391.05,12209868.9
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1992,841.0189388,874.7489303,807.0001215
2,DALYs (Disability-Adjusted Life Years),191,Republic of Zambia,3,Both,22,All ages,294,All causes,1,Number,1990,8411115.266,8982334.219,7863240.893
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1993,832.3462281,865.854889,797.782683
2,DALYs (Disability-Adjusted Life Years),82,Hellenic Republic,3,Both,22,All ages,294,All causes,1,Number,1994,3302775.171,3713379.691,2967071.805
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1994,804.2881543,838.246819,765.9883897
2,DALYs (Disability-Adjusted Life Years),24,Republic of the Marshall Islands,3,Both,22,All ages,294,All causes,1,Number,1990,16825.72485,18202.38696,15442.6485
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1995,800.7241269,836.2529036,759.7954742
2,DALYs (Disability-Adjusted Life Years),36,Republic of Kazakhstan,3,Both,22,All ages,294,All causes,1,Number,1990,6314691.605,6895129.606,5838405.694
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1996,791.3715201,826.4652617,751.7610416
2,DALYs (Disability-Adjusted Life Years),25,Federated States of Micronesia,3,Both,22,All ages,294,All causes,1,Number,1991,42716.75789,49191.24144,36968.86353
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1997,804.6357961,843.877957,761.8703941
2,DALYs (Disability-Adjusted Life Years),298,American Samoa,3,Both,22,All ages,294,All causes,1,Number,1990,12934.27683,14292.7444,11608.09135
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1998,818.0132982,859.6971979,773.7164197
2,DALYs (Disability-Adjusted Life Years),26,Independent State of Papua New Guinea,3,Both,22,All ages,294,All causes,1,Number,1992,2353335.485,2615871.854,2097801.363
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,1999,791.0686738,836.883615,745.4729916
2,DALYs (Disability-Adjusted Life Years),52,Romania,3,Both,22,All ages,294,All causes,1,Number,1992,9471706.454,10295416.85,8766067.438
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2000,778.6644551,825.1090992,729.9668402
2,DALYs (Disability-Adjusted Life Years),187,Federal Republic of Somalia,3,Both,22,All ages,294,All causes,1,Number,1990,9550929.595,10449917.13,8662945.873
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2001,760.496342,807.4927954,711.8364388
2,DALYs (Disability-Adjusted Life Years),17,Democratic Socialist Republic of Sri Lanka,3,Both,22,All ages,294,All causes,1,Number,1993,5141943.626,5667375.278,4700373.516
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2002,751.2400014,802.8789757,700.4045827
2,DALYs (Disability-Adjusted Life Years),117,Saint Vincent and the Grenadines,3,Both,22,All ages,294,All causes,1,Number,1990,34718.17729,38315.26914,31647.15983
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2003,733.3560702,786.6504459,681.8074639
2,DALYs (Disability-Adjusted Life Years),190,Republic of Uganda,3,Both,22,All ages,294,All causes,1,Number,1990,21147241.85,22760697.96,19561747.46
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2004,695.1248877,747.3313307,646.510863
2,DALYs (Disability-Adjusted Life Years),133,Bolivarian Republic of Venezuela,3,Both,22,All ages,294,All causes,1,Number,1993,5713268.901,6278478.936,5240581.522
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2005,685.693595,736.5316284,635.0996854
2,DALYs (Disability-Adjusted Life Years),177,Republic of Djibouti,3,Both,22,All ages,294,All causes,1,Number,1990,240870.2673,269994.8576,212904.0962
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2006,682.8100361,732.3583847,631.1717135
2,DALYs (Disability-Adjusted Life Years),202,Republic of Cameroon,3,Both,22,All ages,294,All causes,1,Number,1990,8651568.478,9295582.824,7969319.644
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2007,668.5461804,716.6562043,619.2527422
2,DALYs (Disability-Adjusted Life Years),94,Swiss Confederation,3,Both,22,All ages,294,All causes,1,Number,1994,2177855.727,2456394.134,1941771.837
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2008,663.0611135,711.0730993,617.9840322
2,DALYs (Disability-Adjusted Life Years),177,Republic of Djibouti,3,Both,22,All ages,294,All causes,1,Number,1993,288334.8949,326005.3744,255545.7581
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2009,668.0189954,713.6319883,624.8914892
2,DALYs (Disability-Adjusted Life Years),86,Republic of Italy,3,Both,22,All ages,294,All causes,1,Number,1992,18774072.82,21025439.71,16852537.65
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2010,680.9952242,724.8468833,639.695036
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,1,Number,1993,11237177.97,12421146.37,10105769.04
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2011,678.4022938,719.1227264,638.1682689
2,DALYs (Disability-Adjusted Life Years),121,Plurinational State of Bolivia,3,Both,22,All ages,294,All causes,1,Number,1991,4001068.478,4303963.543,3736237.224
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2012,666.520101,705.5189448,628.4187923
2,DALYs (Disability-Adjusted Life Years),214,Federal Republic of Nigeria,3,Both,22,All ages,294,All causes,1,Number,1990,98447345.48,103945666.9,92641390.89
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2013,655.857827,691.9200729,618.707491
2,DALYs (Disability-Adjusted Life Years),97,Argentine Republic,3,Both,22,All ages,294,All causes,1,Number,1991,10976268.29,12011485.73,10099223.77
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2014,644.6264017,681.7678576,609.032108
2,DALYs (Disability-Adjusted Life Years),61,Republic of Moldova,3,Both,22,All ages,294,All causes,1,Number,1991,1860281.225,2012731.703,1727364.505
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2015,642.7617568,680.6043824,606.9093665
2,DALYs (Disability-Adjusted Life Years),169,Central African Republic,3,Both,22,All ages,294,All causes,1,Number,1992,3673711.225,4003985.418,3354245.214
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2016,626.6764772,664.4234266,591.4140821
2,DALYs (Disability-Adjusted Life Years),98,Republic of Chile,3,Both,22,All ages,294,All causes,1,Number,1992,3655466.808,4063153.549,3293188.431
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2017,638.5140467,677.859612,601.3192947
2,DALYs (Disability-Adjusted Life Years),165,Islamic Republic of Pakistan,3,Both,22,All ages,294,All causes,1,Number,1993,73893657.04,79287746.69,68635280.66
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2018,645.7191126,687.8097999,605.1266834
2,DALYs (Disability-Adjusted Life Years),8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,1,Number,1993,4997399.813,5538880.294,4533163.507
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2019,666.6507375,714.308818,621.7941322
2,DALYs (Disability-Adjusted Life Years),369,Republic of Nauru,3,Both,22,All ages,294,All causes,1,Number,1993,4854.501739,5487.893656,4254.292518
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2020,649.3199218,704.9454411,596.7104848
2,DALYs (Disability-Adjusted Life Years),131,Republic of Nicaragua,3,Both,22,All ages,294,All causes,1,Number,1990,1458359.642,1587620.672,1343272.413
1,Deaths,77,Republic of Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2021,679.5329298,742.1228658,620.1019591
2,DALYs (Disability-Adjusted Life Years),76,Kingdom of Belgium,3,Both,22,All ages,294,All causes,1,Number,1992,3401607.196,3792359.765,3079349.464
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1980,1081.029655,1091.839268,1070.347705
2,DALYs (Disability-Adjusted Life Years),49,North Macedonia,3,Both,22,All ages,294,All causes,1,Number,1991,685165.4707,747958.5641,630142.6069
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1981,1084.843388,1095.30467,1074.876825
2,DALYs (Disability-Adjusted Life Years),213,Republic of the Niger,3,Both,22,All ages,294,All causes,1,Number,1993,14068116.16,15092846.91,13179119.83
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1982,1084.754873,1093.583739,1075.226669
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,3,Both,22,All ages,294,All causes,1,Number,1991,1123461.313,1200610.045,1051805.835
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1983,1102.633453,1112.646077,1092.717204
2,DALYs (Disability-Adjusted Life Years),43,Republic of Albania,3,Both,22,All ages,294,All causes,1,Number,1993,919218.498,1018988.797,831845.8882
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1984,1110.108865,1120.10375,1099.48184
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,3,Both,22,All ages,294,All causes,1,Number,1992,1284850.301,1446567.521,1149403.303
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1985,1123.839581,1133.31079,1114.271946
2,DALYs (Disability-Adjusted Life Years),145,State of Kuwait,3,Both,22,All ages,294,All causes,1,Number,1992,296060.7078,341761.3108,257275.0872
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1986,1123.38727,1132.828351,1114.258216
2,DALYs (Disability-Adjusted Life Years),168,Republic of Angola,3,Both,22,All ages,294,All causes,1,Number,1990,12898385.18,14138520.6,11818574.66
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1987,1131.274722,1141.81455,1119.829562
2,DALYs (Disability-Adjusted Life Years),144,Hashemite Kingdom of Jordan,3,Both,22,All ages,294,All causes,1,Number,1990,1035862.04,1151554.323,934856.1557
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1988,1135.853941,1145.829919,1125.79261
2,DALYs (Disability-Adjusted Life Years),75,Republic of Austria,3,Both,22,All ages,294,All causes,1,Number,1992,2668925.955,2966254.445,2424128.011
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1989,1152.836694,1162.228286,1143.860583
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyz Republic,3,Both,22,All ages,294,All causes,1,Number,1990,1916146.377,2072395.784,1773814.924
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1990,1162.612773,1172.807944,1151.900216
2,DALYs (Disability-Adjusted Life Years),109,Republic of Cuba,3,Both,22,All ages,294,All causes,1,Number,1993,3148218.395,3504763.08,2843350.898
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1991,1158.943235,1168.739318,1148.404254
2,DALYs (Disability-Adjusted Life Years),99,Eastern Republic of Uruguay,3,Both,22,All ages,294,All causes,1,Number,1993,1123846.888,1226257.993,1033824.434
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1992,1172.944336,1183.440899,1162.888276
2,DALYs (Disability-Adjusted Life Years),106,Commonwealth of the Bahamas,3,Both,22,All ages,294,All causes,1,Number,1994,88712.69891,97760.7258,80845.75659
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1993,1185.988073,1196.041384,1175.757682
2,DALYs (Disability-Adjusted Life Years),190,Republic of Uganda,3,Both,22,All ages,294,All causes,1,Number,1993,22947578.95,24675873.8,21290967.7
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1994,1184.559953,1195.327736,1174.161166
2,DALYs (Disability-Adjusted Life Years),51,Republic of Poland,3,Both,22,All ages,294,All causes,1,Number,1992,14441192.37,15768481.56,13304166.65
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1995,1182.67668,1193.59977,1171.622727
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All ages,294,All causes,1,Number,1991,60678.92436,67407.39206,55353.69039
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1996,1157.675376,1168.735379,1147.692902
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,3,Both,22,All ages,294,All causes,1,Number,1992,8099021.629,8808040.423,7463837.712
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1997,1131.426696,1141.646936,1121.78431
2,DALYs (Disability-Adjusted Life Years),15,Republic of the Union of Myanmar,3,Both,22,All ages,294,All causes,1,Number,1992,29546900.12,33047185.18,26281834.78
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1998,1100.200684,1109.883343,1090.75785
2,DALYs (Disability-Adjusted Life Years),180,Republic of Kenya,3,Both,22,All ages,294,All causes,1,Number,1991,14742805.03,15931042.54,13700890.34
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,1999,1100.608221,1110.846692,1091.05341
2,DALYs (Disability-Adjusted Life Years),143,Republic of Iraq,3,Both,22,All ages,294,All causes,1,Number,1990,8059789.581,8795859.265,7432716.851
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2000,1074.076715,1083.677627,1064.70711
2,DALYs (Disability-Adjusted Life Years),132,Republic of Panama,3,Both,22,All ages,294,All causes,1,Number,1991,609357.6447,673268.8574,549825.8997
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2001,1077.327356,1086.745624,1067.386605
2,DALYs (Disability-Adjusted Life Years),51,Republic of Poland,3,Both,22,All ages,294,All causes,1,Number,1993,14023453.3,15339083.21,12882192.78
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2002,1076.831651,1087.015416,1066.502117
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,3,Both,22,All ages,294,All causes,1,Number,1993,8297262.659,8995611.624,7656665.757
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2003,1058.666538,1068.543728,1048.324108
2,DALYs (Disability-Adjusted Life Years),84,Ireland,3,Both,22,All ages,294,All causes,1,Number,1990,1079951.172,1201826.132,974571.4904
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2004,1035.714675,1046.374204,1025.470926
2,DALYs (Disability-Adjusted Life Years),193,Republic of Botswana,3,Both,22,All ages,294,All causes,1,Number,1991,709308.3293,820684.7654,613372.1975
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2005,1016.226588,1027.174081,1005.226504
2,DALYs (Disability-Adjusted Life Years),112,Grenada,3,Both,22,All ages,294,All causes,1,Number,1993,29607.44024,32523.55846,26971.72611
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2006,1011.293279,1021.819616,1001.114811
2,DALYs (Disability-Adjusted Life Years),214,Federal Republic of Nigeria,3,Both,22,All ages,294,All causes,1,Number,1993,105692455.9,111299834.8,99831169.41
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2007,1005.033787,1015.529627,994.5166453
2,DALYs (Disability-Adjusted Life Years),136,Republic of Paraguay,3,Both,22,All ages,294,All causes,1,Number,1993,1203776.235,1369268.153,1045153.258
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2008,991.1724678,1001.440101,980.9762434
2,DALYs (Disability-Adjusted Life Years),146,Lebanese Republic,3,Both,22,All ages,294,All causes,1,Number,1993,1008329.178,1153404.031,888858.0934
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2009,983.9652448,994.2101937,973.3874861
2,DALYs (Disability-Adjusted Life Years),207,Republic of Ghana,3,Both,22,All ages,294,All causes,1,Number,1992,10870944.42,11916990.63,9965622.188
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2010,967.7218571,977.9679837,957.5479528
2,DALYs (Disability-Adjusted Life Years),98,Republic of Chile,3,Both,22,All ages,294,All causes,1,Number,1991,3699836.094,4092555.78,3347676.872
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2011,944.4277387,954.8856131,933.8139956
2,DALYs (Disability-Adjusted Life Years),121,Plurinational State of Bolivia,3,Both,22,All ages,294,All causes,1,Number,1993,3905026.207,4208126.825,3624849.441
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2012,932.7093659,943.1155635,921.631194
2,DALYs (Disability-Adjusted Life Years),86,Republic of Italy,3,Both,22,All ages,294,All causes,1,Number,1991,18842557.47,21086291.45,16916225.69
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2013,924.2515284,934.9061033,913.0213729
2,DALYs (Disability-Adjusted Life Years),157,Republic of Yemen,3,Both,22,All ages,294,All causes,1,Number,1992,11430852.32,12378419.25,10449340.91
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2014,913.1355829,922.5299323,903.4328226
2,DALYs (Disability-Adjusted Life Years),145,State of Kuwait,3,Both,22,All ages,294,All causes,1,Number,1991,451425.0497,501172.1565,409394.1037
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2015,913.2749464,922.9936946,902.8971696
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,3,Both,22,All ages,294,All causes,1,Number,1990,1195124.385,1349046.28,1066246.002
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2016,921.7668964,932.2535954,912.3426532
2,DALYs (Disability-Adjusted Life Years),157,Republic of Yemen,3,Both,22,All ages,294,All causes,1,Number,1993,11450603.28,12435165.82,10431845.73
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2017,920.4907841,930.5103075,911.5275993
2,DALYs (Disability-Adjusted Life Years),393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,1,Number,1992,15552.72221,17036.63736,14368.74842
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2018,937.3046405,949.7030678,925.2641576
2,DALYs (Disability-Adjusted Life Years),169,Central African Republic,3,Both,22,All ages,294,All causes,1,Number,1991,3537212.964,3848121.414,3240655.9
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2019,928.7106664,944.30888,913.9968141
2,DALYs (Disability-Adjusted Life Years),39,Republic of Tajikistan,3,Both,22,All ages,294,All causes,1,Number,1991,2673016.547,2897284.496,2487685.834
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2020,938.1032475,949.7136106,926.5280202
2,DALYs (Disability-Adjusted Life Years),205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,1,Number,1990,10979520.37,11834521.43,10096484.57
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,294,All causes,3,Rate,2021,970.1080501,986.1057773,954.7990249
2,DALYs (Disability-Adjusted Life Years),118,Republic of Suriname,3,Both,22,All ages,294,All causes,1,Number,1994,149853.9504,163953.5755,137909.9185
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1980,917.2928426,925.4342625,908.7646776
2,DALYs (Disability-Adjusted Life Years),216,Republic of Senegal,3,Both,22,All ages,294,All causes,1,Number,1991,6316731.473,6689751.174,5872045.605
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1981,913.0674707,922.1706041,905.1014727
2,DALYs (Disability-Adjusted Life Years),88,Republic of Malta,3,Both,22,All ages,294,All causes,1,Number,1993,100819.8824,113815.3825,90288.63894
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1982,904.4645491,913.484003,895.8432397
2,DALYs (Disability-Adjusted Life Years),110,Commonwealth of Dominica,3,Both,22,All ages,294,All causes,1,Number,1991,22029.68353,24492.58002,20193.71904
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1983,923.1423822,932.585151,914.1252619
2,DALYs (Disability-Adjusted Life Years),170,Republic of the Congo,3,Both,22,All ages,294,All causes,1,Number,1991,1880112.173,2056045.524,1717766.213
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1984,927.091446,936.5331997,918.3117799
2,DALYs (Disability-Adjusted Life Years),435,Republic of South Sudan,3,Both,22,All ages,294,All causes,1,Number,1993,6569580.593,7333520.96,5860604.873
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1985,955.8012378,964.3722969,946.9882245
2,DALYs (Disability-Adjusted Life Years),181,Republic of Madagascar,3,Both,22,All ages,294,All causes,1,Number,1992,10555628.55,11356474.96,9807470.202
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1986,961.5705667,970.8034489,952.1031217
2,DALYs (Disability-Adjusted Life Years),97,Argentine Republic,3,Both,22,All ages,294,All causes,1,Number,1992,11040572.54,12080235.35,10134250.96
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1987,966.2366286,976.2092595,956.9522803
2,DALYs (Disability-Adjusted Life Years),133,Bolivarian Republic of Venezuela,3,Both,22,All ages,294,All causes,1,Number,1992,5571261.099,6125927.566,5109263.857
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1988,983.2081123,993.9410505,974.129364
2,DALYs (Disability-Adjusted Life Years),217,Republic of Sierra Leone,3,Both,22,All ages,294,All causes,1,Number,1991,5680605.373,6051024.821,5300280.627
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1989,984.1964141,993.2021547,975.3780684
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,1991,1128042.378,1251075.312,1028741.077
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1990,989.1792742,998.7944496,979.8658747
2,DALYs (Disability-Adjusted Life Years),63,Ukraine,3,Both,22,All ages,294,All causes,1,Number,1992,24475506.21,26393994.91,22761657.65
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1991,980.8344543,990.6036014,971.5765891
2,DALYs (Disability-Adjusted Life Years),74,Principality of Andorra,3,Both,22,All ages,294,All causes,1,Number,1991,13976.21778,16752.12212,11527.97828
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1992,986.1728136,995.7054028,976.8331306
2,DALYs (Disability-Adjusted Life Years),217,Republic of Sierra Leone,3,Both,22,All ages,294,All causes,1,Number,1992,5572556.625,5958065.312,5207885.242
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1993,983.3506275,993.007034,974.5171386
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,1992,1160743.747,1284043.604,1060574.434
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1994,953.8466288,963.4247116,944.2251069
2,DALYs (Disability-Adjusted Life Years),133,Bolivarian Republic of Venezuela,3,Both,22,All ages,294,All causes,1,Number,1991,5428501.004,5944506.493,4983293.524
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1995,958.306498,967.6762119,948.5336977
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,1,Number,1993,1192135.056,1336022.183,1050345.337
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1996,955.0055565,965.3910356,944.6329491
2,DALYs (Disability-Adjusted Life Years),132,Republic of Panama,3,Both,22,All ages,294,All causes,1,Number,1990,601734.5788,669398.5656,545377.1267
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1997,958.1725881,967.6644064,948.3225835
2,DALYs (Disability-Adjusted Life Years),181,Republic of Madagascar,3,Both,22,All ages,294,All causes,1,Number,1991,10454204.96,11209840,9749980.05
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1998,954.3178387,962.9512214,944.493443
2,DALYs (Disability-Adjusted Life Years),54,Slovak Republic,3,Both,22,All ages,294,All causes,1,Number,1992,1929980.608,2110029.398,1783574.702
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,1999,953.2621906,963.2461926,943.2987324
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,1990,1105323.657,1226362.406,1008196.766
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,3,Rate,2000,952.0345386,960.8158766,942.2016937
